# Logfile created on 2016-10-23 15:01:28 +0000 by logger.rb/44203
[2016-10-23T15:01:28+00:00] INFO: Started chef-zero at chefzero://localhost:8889 with repository at /opt/gitlab/embedded
  One version per cookbook

[2016-10-23T15:01:28+00:00] INFO: Forking chef instance to converge...
[2016-10-23T15:01:28+00:00] INFO: *** Chef 12.6.0 ***
[2016-10-23T15:01:28+00:00] INFO: Chef-client pid: 33
[2016-10-23T15:01:30+00:00] WARN: unable to detect ipaddress
[2016-10-23T15:01:30+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: chefzero://localhost:8889/nodes/7ffb0bd9015c
[2016-10-23T15:01:30+00:00] INFO: Setting the run_list to ["recipe[gitlab]"] from CLI options
[2016-10-23T15:01:30+00:00] INFO: Run List is [recipe[gitlab]]
[2016-10-23T15:01:30+00:00] INFO: Run List expands to [gitlab]
[2016-10-23T15:01:30+00:00] INFO: Starting Chef Run for 7ffb0bd9015c
[2016-10-23T15:01:30+00:00] INFO: Running start handlers
[2016-10-23T15:01:30+00:00] INFO: Start handlers complete.
[2016-10-23T15:01:30+00:00] INFO: HTTP Request Returned 404 Not Found: Object not found: 
[2016-10-23T15:01:31+00:00] INFO: Loading cookbooks [gitlab@0.0.1, runit@0.14.2, package@0.0.0]
[2016-10-23T15:01:32+00:00] WARN: Previous directory[/etc/sysctl.d]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:22:in `block in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  directory[/etc/sysctl.d]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:22:in `block in from_file'
[2016-10-23T15:01:32+00:00] WARN: Cloning resource attributes for file[/etc/sysctl.d/90-postgresql.conf] from prior resource (CHEF-3694)
[2016-10-23T15:01:32+00:00] WARN: Previous file[/etc/sysctl.d/90-postgresql.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  file[/etc/sysctl.d/90-postgresql.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Cloning resource attributes for file[/etc/sysctl.d/90-unicorn.conf] from prior resource (CHEF-3694)
[2016-10-23T15:01:32+00:00] WARN: Previous file[/etc/sysctl.d/90-unicorn.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  file[/etc/sysctl.d/90-unicorn.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Cloning resource attributes for file[/opt/gitlab/embedded/etc/90-omnibus-gitlab.conf] from prior resource (CHEF-3694)
[2016-10-23T15:01:32+00:00] WARN: Previous file[/opt/gitlab/embedded/etc/90-omnibus-gitlab.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  file[/opt/gitlab/embedded/etc/90-omnibus-gitlab.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Cloning resource attributes for file[/etc/sysctl.d/90-omnibus-gitlab.conf] from prior resource (CHEF-3694)
[2016-10-23T15:01:32+00:00] WARN: Previous file[/etc/sysctl.d/90-omnibus-gitlab.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  file[/etc/sysctl.d/90-omnibus-gitlab.conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:45:in `block (2 levels) in from_file'
[2016-10-23T15:01:32+00:00] WARN: Cloning resource attributes for execute[load sysctl conf] from prior resource (CHEF-3694)
[2016-10-23T15:01:32+00:00] WARN: Previous execute[load sysctl conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:52:in `block in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  execute[load sysctl conf]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/definitions/sysctl.rb:52:in `block in from_file'
[2016-10-23T15:01:32+00:00] WARN: Cloning resource attributes for service[sidekiq] from prior resource (CHEF-3694)
[2016-10-23T15:01:32+00:00] WARN: Previous service[sidekiq]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/gitlab/recipes/default.rb:91:in `block in from_file'
[2016-10-23T15:01:32+00:00] WARN: Current  service[sidekiq]: /opt/gitlab/embedded/cookbooks/cache/cookbooks/runit/definitions/runit_service.rb:191:in `block in from_file'
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab] owner changed to 0
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab] group changed to 0
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab] mode changed to 755
[2016-10-23T15:01:32+00:00] INFO: directory[/opt/gitlab/embedded/etc] created directory /opt/gitlab/embedded/etc
[2016-10-23T15:01:32+00:00] INFO: directory[/opt/gitlab/embedded/etc] owner changed to 0
[2016-10-23T15:01:32+00:00] INFO: directory[/opt/gitlab/embedded/etc] group changed to 0
[2016-10-23T15:01:32+00:00] INFO: directory[/opt/gitlab/embedded/etc] mode changed to 755
[2016-10-23T15:01:32+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] created file /opt/gitlab/embedded/etc/gitconfig
[2016-10-23T15:01:32+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] updated file contents /opt/gitlab/embedded/etc/gitconfig
[2016-10-23T15:01:32+00:00] INFO: template[/opt/gitlab/embedded/etc/gitconfig] mode changed to 755
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/.gitconfig] created file /var/opt/gitlab/.gitconfig
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/.gitconfig] updated file contents /var/opt/gitlab/.gitconfig
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/.gitconfig] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/.gitconfig] group changed to 998
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/.gitconfig] mode changed to 644
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/git-data/repositories] created directory /var/opt/gitlab/git-data/repositories
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/git-data/repositories] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/git-data/repositories] group changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/git-data/repositories] mode changed to 2770
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/git-data] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/git-data] mode changed to 700
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/.ssh] created directory /var/opt/gitlab/.ssh
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/.ssh] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/.ssh] group changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/.ssh] mode changed to 700
[2016-10-23T15:01:32+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] created file /var/opt/gitlab/.ssh/authorized_keys
[2016-10-23T15:01:32+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] group changed to 998
[2016-10-23T15:01:32+00:00] INFO: file[/var/opt/gitlab/.ssh/authorized_keys] mode changed to 600
[2016-10-23T15:01:32+00:00] INFO: directory[/opt/gitlab/embedded/service/gitlab-shell/hooks/] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/opt/gitlab/embedded/service/gitlab-shell/hooks/] group changed to 998
[2016-10-23T15:01:32+00:00] INFO: file[/opt/gitlab/embedded/service/gitlab-shell/authorized_keys.lock] created file /opt/gitlab/embedded/service/gitlab-shell/authorized_keys.lock
[2016-10-23T15:01:32+00:00] INFO: file[/opt/gitlab/embedded/service/gitlab-shell/authorized_keys.lock] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: file[/opt/gitlab/embedded/service/gitlab-shell/authorized_keys.lock] group changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/log/gitlab/gitlab-shell/] created directory /var/log/gitlab/gitlab-shell/
[2016-10-23T15:01:32+00:00] INFO: directory[/var/log/gitlab/gitlab-shell/] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/log/gitlab/gitlab-shell/] mode changed to 700
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/gitlab-shell] created directory /var/opt/gitlab/gitlab-shell
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/gitlab-shell] owner changed to 998
[2016-10-23T15:01:32+00:00] INFO: directory[/var/opt/gitlab/gitlab-shell] mode changed to 700
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] created file /var/opt/gitlab/gitlab-shell/config.yml
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/config.yml] updated file contents /var/opt/gitlab/gitlab-shell/config.yml
[2016-10-23T15:01:32+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-shell/config.yml] created
[2016-10-23T15:01:32+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/gitlab_shell_secret] created file /var/opt/gitlab/gitlab-shell/gitlab_shell_secret
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/gitlab_shell_secret] updated file contents /var/opt/gitlab/gitlab-shell/gitlab_shell_secret
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/gitlab_shell_secret] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/gitlab_shell_secret] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-shell/gitlab_shell_secret] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-shell/.gitlab_shell_secret] created
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab] mode changed to 755
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared] created directory /var/opt/gitlab/gitlab-rails/shared
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared] group changed to 999
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared] mode changed to 751
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/artifacts] created directory /var/opt/gitlab/gitlab-rails/shared/artifacts
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/artifacts] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/artifacts] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/lfs-objects] created directory /var/opt/gitlab/gitlab-rails/shared/lfs-objects
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/lfs-objects] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/lfs-objects] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/uploads] created directory /var/opt/gitlab/gitlab-rails/uploads
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/uploads] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/uploads] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-ci/builds] created directory /var/opt/gitlab/gitlab-ci/builds
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-ci/builds] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-ci/builds] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/pages] created directory /var/opt/gitlab/gitlab-rails/shared/pages
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/pages] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/pages] group changed to 999
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/shared/pages] mode changed to 750
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/etc] created directory /var/opt/gitlab/gitlab-rails/etc
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/etc] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/etc] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/etc/gitlab-rails] created directory /opt/gitlab/etc/gitlab-rails
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/etc/gitlab-rails] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/etc/gitlab-rails] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/working] created directory /var/opt/gitlab/gitlab-rails/working
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/working] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/working] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/tmp] created directory /var/opt/gitlab/gitlab-rails/tmp
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/tmp] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/tmp] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/upgrade-status] created directory /var/opt/gitlab/gitlab-rails/upgrade-status
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/upgrade-status] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails/upgrade-status] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab/gitlab-rails] created directory /var/log/gitlab/gitlab-rails
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab/gitlab-rails] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab/gitlab-rails] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/backups] created directory /var/opt/gitlab/backups
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/backups] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/backups] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-rails] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/gitlab-ci] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails/gitlab-rails-rc] created file /opt/gitlab/etc/gitlab-rails/gitlab-rails-rc
[2016-10-23T15:01:33+00:00] INFO: template[/opt/gitlab/etc/gitlab-rails/gitlab-rails-rc] updated file contents /opt/gitlab/etc/gitlab-rails/gitlab-rails-rc
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secret] created file /var/opt/gitlab/gitlab-rails/etc/secret
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secret] updated file contents /var/opt/gitlab/gitlab-rails/etc/secret
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secret] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secret] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secret] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/.secret] created
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] created file /var/opt/gitlab/gitlab-rails/etc/database.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/database.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/database.yml] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/config/database.yml] created
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] created file /var/opt/gitlab/gitlab-rails/etc/secrets.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/secrets.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/secrets.yml] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/config/secrets.yml] created
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] created file /var/opt/gitlab/gitlab-rails/etc/resque.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/resque.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/resque.yml] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/config/resque.yml] created
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] created file /var/opt/gitlab/gitlab-rails/etc/gitlab.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] updated file contents /var/opt/gitlab/gitlab-rails/etc/gitlab.yml
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/gitlab.yml] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/config/gitlab.yml] created
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/rack_attack.rb] created file /var/opt/gitlab/gitlab-rails/etc/rack_attack.rb
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/rack_attack.rb] updated file contents /var/opt/gitlab/gitlab-rails/etc/rack_attack.rb
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/rack_attack.rb] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/rack_attack.rb] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/gitlab-rails/etc/rack_attack.rb] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/config/initializers/rack_attack.rb] created
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/.gitlab_shell_secret] created
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/etc/gitlab-rails/env] created directory /opt/gitlab/etc/gitlab-rails/env
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/HOME] created file /opt/gitlab/etc/gitlab-rails/env/HOME
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/HOME] updated file contents /opt/gitlab/etc/gitlab-rails/env/HOME
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/RAILS_ENV] created file /opt/gitlab/etc/gitlab-rails/env/RAILS_ENV
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/RAILS_ENV] updated file contents /opt/gitlab/etc/gitlab-rails/env/RAILS_ENV
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS] created file /opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS] updated file contents /opt/gitlab/etc/gitlab-rails/env/SIDEKIQ_MEMORY_KILLER_MAX_RSS
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE] created file /opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE] updated file contents /opt/gitlab/etc/gitlab-rails/env/BUNDLE_GEMFILE
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PATH] created file /opt/gitlab/etc/gitlab-rails/env/PATH
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/etc/gitlab-rails/env/PATH] updated file contents /opt/gitlab/etc/gitlab-rails/env/PATH
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/tmp] created
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/public/uploads] created
[2016-10-23T15:01:33+00:00] INFO: link[/opt/gitlab/embedded/service/gitlab-rails/log] created
[2016-10-23T15:01:33+00:00] INFO: link[/var/log/gitlab/gitlab-rails/sidekiq.log] created
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/embedded/service/gitlab-rails/db/schema.rb] owner changed to 998
[2016-10-23T15:01:33+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/VERSION] created file /var/opt/gitlab/gitlab-rails/VERSION
[2016-10-23T15:01:33+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/VERSION] updated file contents /var/opt/gitlab/gitlab-rails/VERSION
[2016-10-23T15:01:33+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/REVISION] created file /var/opt/gitlab/gitlab-rails/REVISION
[2016-10-23T15:01:33+00:00] INFO: remote_file[/var/opt/gitlab/gitlab-rails/REVISION] updated file contents /var/opt/gitlab/gitlab-rails/REVISION
[2016-10-23T15:01:33+00:00] INFO: file[/var/opt/gitlab/gitlab-rails/RUBY_VERSION] created file /var/opt/gitlab/gitlab-rails/RUBY_VERSION
[2016-10-23T15:01:33+00:00] INFO: file[/var/opt/gitlab/gitlab-rails/RUBY_VERSION] updated file contents /var/opt/gitlab/gitlab-rails/RUBY_VERSION
[2016-10-23T15:01:33+00:00] INFO: execute[chown -R root:root /opt/gitlab/embedded/service/gitlab-rails/public] ran successfully
[2016-10-23T15:01:33+00:00] INFO: directory[/etc/gitlab/trusted-certs] created directory /etc/gitlab/trusted-certs
[2016-10-23T15:01:33+00:00] INFO: directory[/etc/gitlab/trusted-certs] mode changed to 755
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] created file /opt/gitlab/embedded/ssl/certs/README
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] updated file contents /opt/gitlab/embedded/ssl/certs/README
[2016-10-23T15:01:33+00:00] INFO: file[/opt/gitlab/embedded/ssl/certs/README] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: ruby_block[Move existing certs and link to /opt/gitlab/embedded/ssl/certs] called
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/redis] created directory /var/opt/gitlab/redis
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/redis] owner changed to 997
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/redis] group changed to 998
[2016-10-23T15:01:33+00:00] INFO: directory[/var/opt/gitlab/redis] mode changed to 750
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab/redis] created directory /var/log/gitlab/redis
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab/redis] owner changed to 997
[2016-10-23T15:01:33+00:00] INFO: directory[/var/log/gitlab/redis] mode changed to 700
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/redis/redis.conf] created file /var/opt/gitlab/redis/redis.conf
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/redis/redis.conf] updated file contents /var/opt/gitlab/redis/redis.conf
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/redis/redis.conf] owner changed to 997
[2016-10-23T15:01:33+00:00] INFO: template[/var/opt/gitlab/redis/redis.conf] mode changed to 644
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis] created directory /opt/gitlab/sv/redis
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis] mode changed to 755
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log] created directory /opt/gitlab/sv/redis/log
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log] owner changed to 0
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log] group changed to 0
[2016-10-23T15:01:33+00:00] INFO: directory[/opt/gitlab/sv/redis/log] mode changed to 755
